Customer id,Monetary,Frequency,Recency,Monetary_log,R_score,F_score,M_score,RFM_score,RFM_numeric,segment,cluster,Annualized_spend,Gender,Age,Payment method
C00089,9984.210000000001,2,244,9.208860277176077,2,1,3,213,213,Other,1,4985.2758549931605,M,52,Cash
C00090,12016.07,2,457,9.39408341797547,1,1,3,113,113,Other,1,5999.816073871409,M,60,Cash
C00091,6340.76,3,151,8.75491161143048,3,2,2,322,322,Other,0,3166.042954856361,M,30,Mobile Payment
C00092,21522.2,7,10,9.976886702105896,5,5,5,555,555,Champions,0,10746.378932968537,M,41,Cash
C00093,26427.42,3,11,10.182195225259004,5,2,5,525,525,New / Promising,0,13195.633789329684,M,40,Mobile Payment
C00094,29417.059999999998,6,101,10.28936405044482,3,5,5,355,355,Loyal,0,14688.408891928862,M,51,Cash
C00095,4976.58,5,14,8.512699108134658,5,4,2,542,542,Other,0,2484.8860465116277,F,24,Credit Card
C00096,14024.54,4,154,9.548635232323486,3,3,4,334,334,Loyal,0,7002.677291381669,F,24,Cash
C00097,3575.35,2,58,8.182098006224345,4,1,1,411,411,New / Promising,1,1785.2294801641585,M,29,Credit Card
C00098,7704.02,5,82,8.949627343467915,4,4,2,442,442,Other,0,3846.7404924760604,F,47,Cash
C00099,7631.669999999999,3,109,8.940192997534917,3,2,2,322,322,Other,0,3810.6149794801636,F,58,Credit Card
C00100,6188.23,4,105,8.730565963756876,3,3,2,332,332,Other,0,3089.8822845417235,F,47,Cash
C00101,16510.95,5,64,9.71183964017593,4,4,4,444,444,Champions,0,8244.181600547196,M,50,Cash
C00102,23700.710000000003,5,73,10.073302476419133,4,4,5,445,445,Champions,0,11834.143844049247,M,41,Cash
C00103,12741.47,2,127,9.452695787885352,3,1,3,313,313,Other,0,6362.019904240766,F,33,Cash
C00104,16764.82,4,103,9.72709756912681,3,3,4,334,334,Loyal,0,8370.94295485636,F,46,Cash
C00105,5518.86,3,334,8.616107776630672,1,2,2,122,122,At Risk / Churn,1,2755.65512995896,M,43,Credit Card
C00106,12888.470000000001,3,54,9.464165977942827,4,2,3,423,423,New / Promising,0,6435.419357045144,M,50,Credit Card
C00107,4374.14,5,70,8.383693798279726,4,4,1,441,441,Other,0,2184.0781121751024,F,60,Credit Card
C00108,305.54,1,318,5.725348252570762,1,1,1,111,111,At Risk / Churn,1,152.56101231190152,F,35,Cash
C00109,2603.53,2,105,7.865007515644537,3,1,1,311,311,Other,1,1299.9841997264023,F,50,Cash
C00111,14414.130000000001,2,43,9.576033628415466,5,1,4,514,514,New / Promising,0,7197.205813953488,M,48,Cash
C00112,16538.79,5,82,9.713524272003731,4,4,4,444,444,Champions,0,8258.082558139535,M,52,Cash
C00114,5790.34,3,290,8.664118977296484,1,2,2,122,122,At Risk / Churn,1,2891.209439124487,F,45,Cash
C00115,3365.67,1,540,8.12167940425976,1,1,1,111,111,At Risk / Churn,1,1680.5329001367988,F,43,Mobile Payment
C00116,2266.15,1,19,7.726278815058792,5,1,1,511,511,New / Promising,1,1131.5249658002735,M,19,Cash
C00117,13607.36,5,33,9.518439588752225,5,4,4,544,544,Champions,0,6794.372640218879,F,40,Credit Card
C00118,18880.54,5,22,9.84594000416963,5,4,4,544,544,Champions,0,9427.355813953489,F,39,Mobile Payment
C00119,20040.39,5,198,9.905554914070864,2,4,5,245,245,Frequent but at risk,0,10006.487482900136,M,35,Cash
C00121,13179.41,3,237,9.48648691531166,2,2,3,223,223,Other,0,6580.690355677154,M,50,Mobile Payment
C00122,1071.38,1,139,6.977635756430343,3,1,1,311,311,Other,1,534.9571819425445,M,42,Cash
C00123,1799.99,2,275,7.4960917926896915,2,1,1,211,211,At Risk / Churn,1,898.7638166894665,M,43,Credit Card
C00124,9268.88,4,25,9.134525713492295,5,3,3,533,533,Loyal,0,4628.100136798905,F,31,Mobile Payment
C00125,6546.3,5,10,8.786808029905401,5,4,2,542,542,Other,0,3268.672366621067,M,37,Cash
C00126,10523.52,4,200,9.261463051809898,2,3,3,233,233,Other,0,5254.561969904241,M,55,Cash
C00127,13009.74,3,32,9.47353044921258,5,2,3,523,523,New / Promising,0,6495.971409028727,F,36,Credit Card
C00128,7292.12,2,90,8.894686716982967,4,1,2,412,412,New / Promising,0,3641.0722298221613,M,47,Credit Card
C00129,6505.400000000001,3,150,8.780541586852566,3,2,2,322,322,Other,0,3248.250341997264,F,25,Credit Card
C00130,3473.06,2,453,8.153079217809074,1,1,1,111,111,At Risk / Churn,1,1734.1544459644322,F,49,Credit Card
C00131,14399.16,3,75,9.574994596613475,4,2,4,424,424,New / Promising,0,7189.731053351573,F,18,Cash
C00132,19344.5,6,56,9.870215113272556,4,5,5,455,455,Champions,0,9659.018467852256,F,59,Credit Card
C00133,13002.59,3,104,9.472980752166373,3,2,3,323,323,Other,0,6492.401299589603,M,29,Cash
C00134,14329.31,6,262,9.57013215352612,2,5,4,254,254,Frequent but at risk,0,7154.853830369357,F,26,Credit Card
C00135,10555.96,4,77,9.264540637027322,4,3,3,433,433,Loyal,0,5270.75978112175,M,44,Mobile Payment
C00136,11057.64,3,465,9.310967301873479,1,2,3,123,123,Other,1,5521.256634746921,M,24,Cash
C00137,9638.9,3,347,9.173666014106804,1,2,3,123,123,Other,1,4812.857045143638,M,33,Cash
C00138,1488.96,1,464,7.30650455294157,1,1,1,111,111,At Risk / Churn,1,743.4615595075239,M,60,Cash
C00139,19122.27,5,73,9.85866119708687,4,4,4,444,444,Champions,0,9548.055471956224,F,56,Credit Card
C00140,8815.68,3,152,9.084400660904526,3,2,3,323,323,Other,0,4401.810123119015,F,34,Credit Card
C00141,9267.13,3,33,9.134336912212632,5,2,3,523,523,New / Promising,0,4627.226333789329,M,55,Cash
C00142,12886.55,5,39,9.464017008046108,5,4,3,543,543,Loyal,0,6434.460670314636,F,48,Cash
C00143,7436.42,1,546,8.914279293493514,1,1,2,112,112,At Risk / Churn,1,3713.1235294117646,F,38,Cash
C00144,18242.47,5,35,9.811562486762824,5,4,4,544,544,Champions,0,9108.757250341998,F,36,Cash
C00145,4604.35,2,113,8.434973950144329,3,1,1,311,311,Other,1,2299.0256497948017,F,55,Cash
C00146,802.18,1,61,6.688578848229038,4,1,1,411,411,New / Promising,1,400.5413132694938,F,46,Mobile Payment
C00147,25268.66,2,399,10.13735974560237,1,1,5,115,115,Other,0,12617.046374829,F,33,Cash
C00148,2504.63,2,18,7.826295478904883,5,1,1,511,511,New / Promising,1,1250.6018467852257,F,39,Credit Card
C00149,12041.07,5,6,9.396161630995374,5,4,3,543,543,Loyal,0,6012.298974008208,F,43,Mobile Payment
C00150,25309.050000000003,5,103,10.138956829040971,3,4,5,345,345,Loyal,0,12637.213748290014,M,44,Cash
C00151,6507.69,3,100,8.780893486074719,3,2,2,322,322,Other,0,3249.3937756497944,M,19,Cash
C00152,9019.33,3,287,9.107236197753295,2,2,3,223,223,Other,1,4503.495827633379,F,50,Credit Card
C00153,8747.08,4,23,9.07658952670226,5,3,2,532,532,Other,0,4367.557045143639,F,42,Credit Card
C00154,14737.9,3,98,9.598245536092932,4,2,4,424,424,New / Promising,0,7358.869357045143,M,58,Cash
C00155,3612.72,2,85,8.192492991670361,4,1,1,411,411,New / Promising,1,1803.8889192886454,M,32,Cash
C00156,622.49,1,329,6.435332726499092,1,1,1,111,111,At Risk / Churn,1,310.81922024623805,F,21,Mobile Payment
C00157,6884.650000000001,2,163,8.837194814840212,3,1,2,312,312,Other,1,3437.6159370725036,M,51,Cash
C00158,2300.02,3,33,7.74110778187069,5,2,1,521,521,New / Promising,1,1148.4367989056086,F,29,Cash
C00159,7108.04,2,503,8.86912249258407,1,1,2,112,112,At Risk / Churn,1,3549.1581395348835,F,38,Cash
C00160,11402.619999999999,3,33,9.341686127835855,5,2,3,523,523,New / Promising,0,5693.510670314637,M,47,Cash
C00161,14181.6,4,86,9.559771140118928,4,3,4,434,434,Loyal,0,7081.099863201094,F,19,Cash
C00162,13577.88,10,24,9.516270923484697,5,5,4,554,554,Champions,0,6779.652804377564,M,59,Credit Card
C00163,10031.539999999999,3,89,9.213589089175237,4,2,3,423,423,New / Promising,0,5008.908481532147,M,19,Cash
C00164,12875.16,5,225,9.463132818560817,2,4,3,243,243,Frequent but at risk,0,6428.773461012312,M,25,Mobile Payment
C00165,16423.26,2,224,9.706514789065432,2,1,4,214,214,Other,0,8200.396580027358,M,32,Credit Card
C00166,9807.17,3,40,9.190970990815341,5,2,3,523,523,New / Promising,0,4896.876949384405,M,27,Mobile Payment
C00167,1941.69,1,158,7.571828889556324,3,1,1,311,311,Other,1,969.5168946648427,M,43,Credit Card
C00168,15408.27,5,138,9.642724555355612,3,4,4,344,344,Loyal,0,7693.595827633379,M,22,Credit Card
C00169,10405.02,2,303,9.250139763816497,1,1,3,113,113,Other,1,5195.393023255814,F,18,Cash
C00170,7800.99,3,105,8.962134108343145,3,2,2,322,322,Other,0,3895.1591655266757,M,25,Mobile Payment
C00171,3206.77,3,52,8.073331270655542,4,2,1,421,421,New / Promising,1,1601.191586867305,M,37,Cash
C00172,30617.32,6,146,10.329353801605887,3,5,5,355,355,Loyal,0,15287.717920656634,M,37,Cash
C00173,14527.07,4,94,9.583837919111405,4,3,4,434,434,Loyal,0,7253.598563611491,M,38,Mobile Payment
C00174,24891.57,6,97,10.12232464435028,4,5,5,455,455,Champions,0,12428.759302325581,F,19,Mobile Payment
C00175,8963.33,2,59,9.101008648165559,4,1,3,413,413,New / Promising,0,4475.534131326949,F,44,Cash
C00176,9309.619999999999,3,273,9.138910963112837,2,2,3,223,223,Other,1,4648.442270861832,M,47,Cash
C00177,7267.16,3,59,8.891258443583052,4,2,2,422,422,New / Promising,0,3628.609302325581,M,42,Mobile Payment
C00178,10253.539999999999,3,598,9.23547581333269,1,2,3,123,123,Other,1,5119.756634746921,M,60,Mobile Payment
C00179,22680.14,5,218,10.029289021128733,2,4,5,245,245,Frequent but at risk,0,11324.556908344732,F,20,Cash
C00180,6374.4,3,339,8.760202113156275,1,2,2,122,122,At Risk / Churn,1,3182.8399452804374,M,39,Cash
C00181,6511.68,4,475,8.781506324835139,1,3,2,132,132,Other,1,3251.3860465116277,F,24,Credit Card
C00182,7204.27,2,515,8.882567981707895,1,1,2,112,112,At Risk / Churn,1,3597.2073187414503,F,40,Mobile Payment
C00183,9514.92,5,44,9.160721464493857,5,4,3,543,543,Loyal,0,4750.951846785226,F,47,Cash
C00184,2317.9700000000003,2,165,7.748878400561245,3,1,1,311,311,Other,1,1157.3995212038305,M,58,Credit Card
C00185,9131.81,3,332,9.119628702796312,1,2,3,123,123,Other,1,4559.658891928864,F,59,Credit Card
C00186,11843.43,4,114,9.379612993864724,3,3,3,333,333,Loyal,0,5913.614158686731,F,21,Cash
C00187,11295.09,3,76,9.33221192712338,4,2,3,423,423,New / Promising,0,5639.819220246238,M,47,Mobile Payment
C00188,18555.82,5,64,9.828592655453571,4,4,4,444,444,Champions,0,9265.217920656634,F,54,Cash
C00189,13805.35,3,68,9.53288391023862,4,2,4,424,424,New / Promising,0,6893.232216142271,F,33,Credit Card
C00190,14040.11,2,375,9.549744734283799,1,1,4,114,114,Other,1,7010.4516415868675,M,19,Mobile Payment
C00191,11079.49,2,572,9.312941183150144,1,1,3,113,113,Other,1,5532.166689466484,F,28,Credit Card
C00192,20404.34,12,16,9.923551910283788,5,5,5,555,555,Champions,0,10188.213543091655,F,51,Credit Card
C00193,17845.69,4,219,9.789573335839073,2,3,4,234,234,Other,0,8910.638645690833,M,60,Credit Card
C00194,27218.44,5,89,10.21168670288582,4,4,5,445,445,Champions,0,13590.602735978111,M,35,Cash
C00195,17838.379999999997,5,161,9.78916365216686,3,4,4,344,344,Loyal,0,8906.988645690833,F,33,Credit Card
C00196,2624.59,2,148,7.873060911675314,3,1,1,311,311,Other,1,1310.4997948016417,F,54,Credit Card
C00198,18157.28,6,88,9.806881934013274,4,5,4,454,454,Champions,0,9066.22051983584,M,30,Cash
C00199,14249.23,5,12,9.56452832591742,5,4,4,544,544,Champions,0,7114.868604651162,F,29,Mobile Payment
C00200,12484.65,4,84,9.43233526383364,4,3,3,433,433,Loyal,0,6233.785567715458,F,51,Cash
C00201,28997.440000000002,4,17,10.274997314418261,5,3,5,535,535,Loyal,0,14478.885909712722,M,42,Credit Card
C00202,13334.689999999999,3,283,9.498199178809523,2,2,3,223,223,Other,0,6658.224145006839,F,48,Mobile Payment
C00204,584.52,2,13,6.372500341292971,5,1,1,511,511,New / Promising,1,291.86019151846784,F,22,Cash
C00205,12683.880000000001,2,113,9.44816601199652,3,1,3,313,313,Other,0,6333.2642954856365,M,53,Mobile Payment
C00206,4586.74,1,562,8.431142807070682,1,1,1,111,111,At Risk / Churn,1,2290.23269493844,F,30,Cash
C00207,16651.09,6,240,9.720291013056446,2,5,4,254,254,Frequent but at risk,0,8314.155745554035,F,37,Mobile Payment
C00208,16471.47,4,299,9.709445781569137,1,3,4,134,134,Other,0,8224.468604651163,M,33,Credit Card
C00209,14052.3,5,366,9.550612522627812,1,4,4,144,144,Frequent but at risk,0,7016.53830369357,F,59,Cash
C00210,13725.300000000001,5,227,9.527068979560784,2,4,4,244,244,Frequent but at risk,0,6853.261969904241,F,31,Cash
C00211,2758.06,2,444,7.922645320990609,1,1,1,111,111,At Risk / Churn,1,1377.1435020519834,F,30,Cash
C00212,4307.53,2,332,8.368352057635736,1,1,1,111,111,At Risk / Churn,1,2150.8186730506154,M,43,Mobile Payment
C00213,15093.79,7,166,9.622104930152814,3,5,4,354,354,Loyal,0,7536.570930232559,F,52,Mobile Payment
C00214,19432.93,4,269,9.874775786458144,2,3,5,235,235,Other,0,9703.172982216141,M,54,Cash
C00215,37624.3,9,146,10.535431975441316,3,5,5,355,355,Loyal,0,18786.415184678524,M,19,Credit Card
C00216,812.17,1,147,6.700940189780036,3,1,1,311,311,Other,1,405.52948016415866,M,55,Cash
C00217,1200.77,2,31,7.091550749032092,5,1,1,511,511,New / Promising,1,599.5636798905608,F,23,Mobile Payment
C00218,37044.15,6,50,10.519892717971997,4,5,5,455,455,Champions,0,18496.73700410397,M,31,Cash
C00219,14719.15,5,99,9.59697258244834,4,4,4,444,444,Champions,0,7349.507181942544,M,20,Credit Card
C00220,1430.8,2,347,7.266687672962084,1,1,1,111,111,At Risk / Churn,1,714.4213406292749,M,47,Credit Card
C00221,11828.67,6,129,9.378366061401612,3,5,3,353,353,Loyal,0,5906.2442544459645,M,33,Credit Card
C00222,2847.38,1,84,7.954505690597572,4,1,1,411,411,New / Promising,1,1421.7424076607388,F,31,Mobile Payment
C00223,17606.62,6,9,9.776087041873922,5,5,4,554,554,Champions,0,8791.267168262653,F,28,Cash
C00224,11777.48,3,511,9.374029416622134,1,2,3,123,123,Other,1,5880.684268125854,F,41,Cash
C00225,4076.14,1,154,8.31315104120442,3,1,1,311,311,Other,1,2035.2819425444595,M,36,Mobile Payment
C00226,8902.1,3,266,9.094154809679523,2,2,3,223,223,Other,1,4444.961012311902,F,59,Credit Card
C00227,6128.72,2,86,8.720904350888663,4,1,2,412,412,New / Promising,0,3060.1679890560877,F,45,Cash
C00228,14190.04,4,151,9.560366058518467,3,3,4,334,334,Loyal,0,7085.314090287277,M,50,Credit Card
C00229,18017.78,5,200,9.799169826317689,2,4,4,244,244,Frequent but at risk,0,8996.565937072502,M,60,Credit Card
C00230,17401.32,3,203,9.764358809647854,2,2,4,224,224,Other,0,8688.757592339261,M,55,Mobile Payment
C00231,23024.97,6,46,10.04437798835775,4,5,5,455,455,Champions,0,11496.736046511627,F,29,Credit Card
C00232,12131.86,3,59,9.403672753206763,4,2,3,423,423,New / Promising,0,6057.631874145007,F,34,Cash
C00233,20612.45,8,36,9.933699054344318,5,5,5,555,555,Champions,0,10292.126196990424,M,55,Credit Card
C00234,11303.99,3,180,9.332999500147327,2,2,3,223,223,Other,0,5644.263132694938,F,28,Credit Card
C00236,18216.31,4,199,9.810127519958005,2,3,4,234,234,Other,0,9095.695143638852,M,43,Cash
C00237,13459.6,3,50,9.507522178728246,4,2,4,424,424,New / Promising,0,6720.593707250342,M,59,Credit Card
C00238,14142.089999999998,3,291,9.556981444572337,1,2,4,124,124,Other,0,7061.3718878248965,M,54,Cash
C00239,8678.54,2,7,9.068723810858385,5,1,2,512,512,New / Promising,0,4333.333926128591,F,38,Cash
C00240,16052.279999999999,3,5,9.683668469049937,5,2,4,524,524,New / Promising,0,8015.160328317373,F,35,Cash
C00241,10725.41,5,88,9.280464203686456,4,4,3,443,443,Loyal,0,5355.3688782489735,F,31,Cash
C00242,15775.07,4,211,9.666249513952248,2,3,4,234,234,Other,0,7876.744938440492,F,25,Credit Card
C00243,16182.609999999999,4,18,9.69175428068278,5,3,4,534,534,Loyal,0,8080.236183310532,F,58,Mobile Payment
C00244,2485.13,2,378,7.818482563543337,1,1,1,111,111,At Risk / Churn,1,1240.8651846785226,M,41,Cash
C00245,1150.85,1,553,7.049124624444662,1,1,1,111,111,At Risk / Churn,1,574.6378248974007,M,31,Cash
C00246,6526.29,2,566,8.783747128473998,1,1,2,112,112,At Risk / Churn,1,3258.681053351573,F,58,Credit Card
C00247,9415.09,4,73,9.150175207093245,4,3,3,433,433,Loyal,0,4701.10512995896,F,48,Cash
C00248,13970.76,5,241,9.544793428567626,2,4,4,244,244,Frequent but at risk,0,6975.824076607387,M,41,Credit Card
C00250,13758.82,6,13,9.529508030006424,5,5,4,554,554,Champions,0,6869.99904240766,F,45,Cash
C00251,6348.58,3,15,8.756143947966994,5,2,2,522,522,New / Promising,0,3169.947606019152,F,54,Mobile Payment
C00252,7253.73,4,25,8.889408948912465,5,3,2,532,532,Other,0,3621.903488372093,F,57,Mobile Payment
C00253,21453.85,7,77,9.973706006023884,4,5,5,455,455,Champions,0,10712.250683994527,M,28,Cash
C00254,10376.9,3,179,9.24743382411329,2,2,3,223,223,Other,0,5181.352257181942,M,23,Cash
C00255,8154.469999999999,2,374,9.006444146748146,1,1,2,112,112,At Risk / Churn,1,4071.6573871409023,M,40,Cash
