Customer id,Recency,Frequency,Monetary,CategoryVariety,AvgInvoice,PreferredMall,Cluster,RecencyScore,MonetaryLog,AvgInterpurchaseDays,MallDiversity,PaymentDiversity,CategoryConcentration,AvgInvoiceLog,ClusterEnhanced
C00022,183,3,4587.35,3,917.47,TKO,1,0.005434782608695652,8.431275761303018,252.5,3,1,0.4,6.822709242172937,1
C00023,26,6,112531.62999999999,5,6619.507647058823,CYB,0,0.037037037037037035,11.630998503016299,125.4,4,1,0.4117647058823529,8.797927329836742,0
C00024,230,4,23170.969999999998,4,3310.138571428571,MK,1,0.004329004329004329,10.0506986375497,111.66666666666667,3,1,0.2857142857142857,8.105047388507355,0
C00025,278,7,63535.060000000005,5,2647.294166666667,CYB,0,0.0035842293906810036,11.059362897717099,64.5,3,1,0.25,7.8816710010177635,0
C00026,225,3,70169.34999999999,5,5847.445833333332,ST,0,0.004424778761061947,11.158681136120457,217.5,3,1,0.3333333333333333,8.673931235413836,0
C00027,93,2,17106.3,3,1710.6299999999999,TKO,1,0.010638297872340425,9.747260551979418,332.0,2,1,0.5,7.445201411848744,1
C00028,388,4,6902.03,4,690.203,CYB,1,0.002570694087403599,8.839715724630581,100.66666666666667,2,1,0.4,6.5384335577582045,1
C00029,60,7,38623.32,5,2032.8063157894737,MK,0,0.01639344262295082,10.56163740886708,102.16666666666667,3,1,0.3684210526315789,7.6176643487654685,0
C00030,201,3,16884.19,4,1876.021111111111,MK,1,0.0049504950495049506,9.734192185347416,98.0,3,1,0.4444444444444444,7.537441283785438,0
C00031,166,2,20972.79,4,3495.465,MK,1,0.005988023952095809,9.951028841947926,139.0,2,1,0.3333333333333333,8.15950773708381,0
C00032,480,2,21544.98,4,3590.83,CYB,1,0.002079002079002079,9.977944535207165,233.0,2,1,0.3333333333333333,8.186417100907905,1
C00034,321,8,88960.36,5,4236.207619047619,MK,0,0.003105590062111801,11.395957397137337,57.57142857142857,4,1,0.47619047619047616,8.351659750853363,0
C00035,69,5,64971.66,5,3609.536666666667,CYB,0,0.014285714285714285,11.081721845009696,150.5,3,1,0.2222222222222222,8.191611701404456,0
C00036,62,2,13468.699999999999,5,2244.7833333333333,CYB,1,0.015873015873015872,9.508197997441469,454.0,1,1,0.3333333333333333,7.716809662850474,1
C00037,260,3,32684.91,5,3268.491,ST,1,0.0038314176245210726,10.394699377176778,188.5,2,1,0.3,8.092389594283059,0
C00038,151,4,86937.43000000001,4,6209.816428571429,MK,0,0.006578947368421052,11.372955445948627,186.0,3,1,0.42857142857142855,8.7340476362654,0
C00039,83,3,27815.850000000002,4,2781.585,TKO,1,0.011904761904761904,10.23339723117307,282.5,3,1,0.4,7.931135630751401,0
C00040,104,3,38181.96000000001,5,3471.087272727273,ST,0,0.009523809523809525,10.550144621775948,212.5,2,1,0.2727272727272727,8.152511211618501,0
C00041,279,5,55283.82,5,3455.23875,MK,0,0.0035714285714285713,10.920253647115183,90.0,3,1,0.3125,8.147936210292473,0
C00042,22,3,6058.8099999999995,5,1211.762,MK,1,0.043478260869565216,8.709433725436527,182.0,2,1,0.2,7.10065568194341,0
C00043,81,1,525.53,1,525.53,TKO,1,0.012195121951219513,6.266308310007709,135.5,1,1,1.0,6.266308310007709,1
C00044,111,2,54462.29,3,7780.327142857143,TKO,1,0.008928571428571428,10.905282175714115,559.0,2,1,0.5714285714285714,8.959482186539455,1
C00045,79,8,87512.03,5,3125.429642857143,CYB,0,0.0125,11.379542975544789,86.71428571428571,4,1,0.35714285714285715,8.047646943270104,0
C00046,70,3,13056.3,5,1632.0375,ST,1,0.014084507042253521,9.477102643325448,272.0,2,1,0.25,7.398197056576977,0
C00047,628,4,45596.62,5,3507.432307692308,TKO,1,0.001589825119236884,10.72761080115792,18.333333333333332,3,1,0.38461538461538464,8.162924580703253,0
C00048,448,5,25669.08,5,1711.2720000000002,MK,1,0.0022271714922048997,10.15308139033871,43.75,3,1,0.4666666666666667,7.445576422586507,0
C00049,4,6,182164.34,5,7590.180833333333,CYB,0,0.2,12.11267001519596,130.2,3,1,0.4166666666666667,8.934742435803022,0
C00050,390,1,10302.52,2,5151.26,CYB,1,0.0025575447570332483,9.240240863408141,135.5,1,1,0.5,8.54719073234934,1
C00051,508,2,15209.410000000002,4,3041.8820000000005,TKO,1,0.0019646365422396855,9.629735340840066,102.0,2,1,0.4,8.020560371622922,1
C00052,85,3,34922.54,3,4988.934285714286,CYB,1,0.011627906976744186,10.46091637938593,164.0,3,1,0.5714285714285714,8.515178019463315,0
C00053,70,2,12070.0,4,2011.6666666666667,MK,1,0.014084507042253521,9.398561160701128,499.0,1,1,0.3333333333333333,7.6072158215986745,1
C00054,124,3,18537.45,5,2317.18125,CYB,1,0.008,9.827602232604423,71.5,2,1,0.375,7.748538213250078,0
C00055,122,3,87880.95999999999,4,6760.073846153846,CYB,0,0.008130081300813009,11.383749829390482,15.5,2,1,0.38461538461538464,8.81893700940255,0
C00056,45,9,110132.73999999999,5,4078.99037037037,TKO,0,0.021739130434782608,11.60945072444798,85.5,3,1,0.3333333333333333,8.31384990719208,0
C00057,271,1,963.6,2,481.8,ST,1,0.003676470588235294,6.871713507634872,135.5,1,1,0.5,6.1796024892233765,1
C00058,237,2,9206.52,4,1841.304,TKO,1,0.004201680672268907,9.127775820459137,54.0,2,1,0.4,7.518772241200151,1
C00059,13,5,36559.72,5,3046.6433333333334,ST,0,0.07142857142857142,10.506729719028435,176.25,2,1,0.3333333333333333,8.022123893336635,0
C00060,14,2,90801.2,5,9080.119999999999,ST,0,0.06666666666666667,11.416438793370755,20.0,2,1,0.5,9.113952812006218,0
C00061,167,5,73436.1,5,5245.435714285714,CYB,0,0.005952380952380952,11.204184536497271,119.75,4,1,0.5,8.565304213456226,0
C00062,123,2,15506.85,3,2584.475,CYB,1,0.008064516129032258,9.649101626316908,416.0,2,1,0.6666666666666666,7.857664522479917,1
C00063,88,6,66030.12,5,3001.3690909090906,CYB,0,0.011235955056179775,11.09788142503174,101.8,4,1,0.36363636363636365,8.007156952973352,0
C00064,146,7,123865.70999999999,5,5630.259545454545,TKO,0,0.006802721088435374,11.726961347092185,89.33333333333333,3,1,0.36363636363636365,8.63608841644148,0
C00065,621,4,66327.38,5,3901.6105882352945,CYB,1,0.001607717041800643,11.102373138883491,35.333333333333336,2,1,0.29411764705882354,8.269400989780596,0
C00066,4,7,78085.61,5,3253.5670833333334,MK,0,0.2,11.265573874266087,102.0,2,1,0.2916666666666667,8.087814545285285,0
C00067,51,3,14090.57,5,1409.057,TKO,1,0.019230769230769232,9.553332025228897,241.5,2,1,0.4,7.251385408087039,0
C00068,83,8,75179.07,5,4176.615000000001,MK,0,0.011904761904761904,11.227641448216431,62.57142857142857,4,1,0.3888888888888889,8.33749578851674,0
C00069,113,4,10570.49,5,1321.31125,TKO,1,0.008771929824561403,9.265916033924922,159.66666666666666,3,1,0.375,7.187136431429481,0
C00070,26,4,43630.76,5,3966.4327272727273,CYB,0,0.037037037037037035,10.683540604520188,214.66666666666666,3,1,0.2727272727272727,8.285874496307908,0
C00071,4,4,18623.1,5,1551.925,ST,0,0.2,9.832211719932557,181.0,3,1,0.25,7.347895528357271,0
C00072,231,5,42607.05,3,4734.116666666667,MK,1,0.004310344827586207,10.659798481541571,108.0,3,1,0.5555555555555556,8.462761644528184,0
C00073,242,3,49693.6,5,4517.599999999999,ST,0,0.00411522633744856,10.813651554270205,178.5,3,1,0.45454545454545453,8.41595749033536,0
C00075,21,6,52680.0,5,2926.6666666666665,CYB,0,0.045454545454545456,10.872010138213119,84.0,4,1,0.3333333333333333,7.981961025249007,0
C00076,40,7,89636.89,5,4074.404090909091,CYB,0,0.024390243902439025,11.403533389038987,113.16666666666667,4,1,0.2727272727272727,8.312725184171871,0
C00077,200,2,21574.91,5,2397.2122222222224,ST,1,0.004975124378109453,9.97933269350942,211.0,1,1,0.3333333333333333,7.78247883134725,1
C00078,4,3,8927.3,5,1275.3285714285714,TKO,1,0.2,9.09698128620709,250.5,3,1,0.2857142857142857,7.151742931876583,0
C00079,62,8,65862.07,4,3466.4247368421056,MK,0,0.015873015873015872,11.095333168873715,72.28571428571429,3,1,0.42105263157894735,8.15116744664473,0
C00080,61,3,5065.18,3,1266.295,CYB,1,0.016129032258064516,8.53034236092133,298.0,2,1,0.5,7.1446399866845125,1
C00081,98,9,124781.73,5,4302.818275862069,TKO,0,0.010101010101010102,11.734329343931616,78.25,4,1,0.3448275862068966,8.367257878799235,0
C00082,177,4,51201.939999999995,5,4654.721818181818,ST,0,0.0056179775280898875,10.843552231254026,149.33333333333334,3,1,0.36363636363636365,8.445852240672277,0
C00083,312,1,14052.51,3,4684.17,CYB,1,0.003194888178913738,9.550627465625613,135.5,1,1,0.3333333333333333,8.452157480033412,1
C00084,37,4,13499.710000000001,4,1687.4637500000001,MK,1,0.02631578947368421,9.51049755563617,108.66666666666667,2,1,0.375,7.431574370835912,0
C00085,29,2,33676.189999999995,4,5612.698333333333,TKO,1,0.03333333333333333,10.424576032571556,603.0,1,1,0.3333333333333333,8.632965020767225,1
C00086,144,4,44051.99,5,3388.6146153846153,MK,0,0.006896551724137931,10.69314850647279,177.33333333333334,4,1,0.3076923076923077,8.12847151113472,0
C00087,510,1,4807.02,2,1602.3400000000001,TKO,1,0.0019569471624266144,8.478040635940168,135.5,1,1,0.6666666666666666,7.379844232427211,1
C00088,288,4,51532.84,5,4684.803636363636,MK,0,0.0034602076124567475,10.849993958243079,123.0,3,1,0.45454545454545453,8.452292713871257,0
C00089,243,2,46630.11,4,6661.444285714286,CYB,1,0.004098360655737705,10.750023193936803,2.0,1,1,0.2857142857142857,8.804241706069798,0
C00090,456,2,48064.280000000006,3,6008.035000000001,ST,1,0.002188183807439825,10.78031536592766,232.0,2,1,0.375,8.701019448913405,1
C00091,150,3,18790.95,5,2087.883333333333,TKO,1,0.006622516556291391,9.841183865628526,280.5,3,1,0.3333333333333333,7.644384911903816,0
C00092,9,7,66546.48,5,3697.0266666666666,MK,0,0.1,11.105670956840347,95.83333333333333,4,1,0.3888888888888889,8.215554623026172,0
C00093,10,3,100201.73999999999,4,9109.24909090909,ST,0,0.09090909090909091,11.514950812568406,205.0,2,1,0.5454545454545454,9.117155332460783,0
C00094,100,6,116743.0,4,6485.722222222223,MK,0,0.009900990099009901,11.667738782347582,88.2,4,1,0.3333333333333333,8.77751263161212,0
C00095,13,5,11132.99,4,856.3838461538461,TKO,1,0.07142857142857142,9.317757870593239,144.75,2,1,0.46153846153846156,6.753885713484697,0
C00096,153,4,51400.840000000004,5,3953.9107692307693,MK,0,0.006493506493506494,10.847429248467906,174.0,3,1,0.3076923076923077,8.282713318437953,0
C00097,57,2,16583.49,3,1842.6100000000001,CYB,1,0.017241379310344827,9.716223200230017,284.0,2,1,0.4444444444444444,7.5194808850017445,1
C00098,81,5,19441.31,4,1944.131,TKO,1,0.012195121951219513,9.875206898115536,146.5,3,1,0.4,7.57308460596958,0
C00099,108,3,28522.17,4,2852.2169999999996,MK,1,0.009174311926605505,10.258472018421648,157.0,2,1,0.3,7.95620240860848,0
C00100,104,4,20933.39,5,1610.2607692307693,MK,1,0.009523809523809525,9.94914854022123,143.66666666666666,1,1,0.38461538461538464,7.384772238005006,0
C00101,63,5,57710.560000000005,5,3394.738823529412,TKO,0,0.015625,10.963212779049938,147.5,4,1,0.29411764705882354,8.130276637385812,0
C00102,72,5,92920.88,4,5807.555,CYB,0,0.0136986301369863,11.4395144191377,161.0,3,1,0.375,8.667087109790511,0
C00103,126,2,59453.53,4,7431.69125,CYB,0,0.007874015748031496,10.992967097702094,236.0,2,1,0.375,8.91364328612546,0
C00104,102,4,58602.8,4,4185.914285714286,TKO,0,0.009708737864077669,10.978554819879049,67.0,3,1,0.35714285714285715,8.339719294282082,0
C00105,333,3,25556.38,5,2555.638,MK,1,0.0029940119760479044,10.148681399325223,150.5,2,1,0.3,7.846448393114034,0
C00106,53,3,55635.89,5,4636.324166666666,ST,0,0.018518518518518517,10.926601749435653,331.0,3,1,0.4166666666666667,8.441892790653302,0
C00107,69,5,10642.66,4,886.8883333333333,CYB,1,0.014285714285714285,9.272719688708777,126.5,3,1,0.4166666666666667,6.788845984334131,0
C00108,317,1,611.08,2,305.54,TKO,1,0.0031446540880503146,6.416862992923597,135.5,1,1,0.5,5.725348252570762,1
C00109,104,2,6236.59,3,1559.1475,TKO,1,0.009523809523809525,8.738349168813395,361.0,2,1,0.5,7.3525356470559435,1
C00111,42,2,39801.479999999996,4,6633.579999999999,MK,0,0.023255813953488372,10.591684500889034,12.0,2,1,0.5,8.800050644084514,0
C00112,81,5,64454.19,5,4028.386875,MK,0,0.012195121951219513,11.073725532665895,94.0,4,1,0.3125,8.301369503167724,0
C00114,289,3,16082.84,5,2010.355,CYB,1,0.0034482758620689655,9.6855703201935,206.0,3,1,0.25,7.606563903283231,0
C00115,539,1,13462.68,3,3365.67,ST,1,0.001851851851851852,9.50775096850561,135.5,1,1,0.5,8.12167940425976,1
C00116,18,1,9064.6,3,2266.15,TKO,1,0.05263157894736842,9.112242309636198,135.5,1,1,0.5,7.726278815058792,1
C00117,32,5,52547.92,5,4042.147692307692,CYB,0,0.030303030303030304,10.86949982423853,106.75,3,1,0.3076923076923077,8.30477879934894,0
C00118,21,5,74081.68,5,4115.648888888889,MK,0,0.045454545454545456,11.212937045771517,160.5,3,1,0.2777777777777778,8.32279473489016,0
C00119,197,5,59057.3,4,3937.1533333333336,TKO,0,0.005050505050505051,10.986280370596473,130.0,3,1,0.4666666666666667,8.278467195295631,0
C00121,236,3,58668.119999999995,5,4889.009999999999,ST,0,0.004219409282700422,10.979668802659642,143.5,2,1,0.25,8.494949627456602,0
C00122,138,1,2142.76,1,1071.38,MK,1,0.007194244604316547,7.670316575626402,135.5,1,1,1.0,6.977635756430343,1
C00123,274,2,8083.33,4,1154.7614285714285,MK,1,0.0036363636363636364,8.997682899065898,290.0,2,1,0.2857142857142857,7.0525146512654135,1
C00124,24,4,26309.32,5,2192.443333333333,ST,0,0.04,10.177716536636161,211.33333333333334,2,1,0.25,7.693227886369368,0
C00125,9,5,18904.879999999997,5,1260.3253333333332,MK,0,0.1,9.847228263773818,179.5,4,1,0.4,7.139918298988831,0
C00126,199,4,33664.14,4,2805.345,ST,1,0.005,10.424218159592447,58.666666666666664,3,1,0.3333333333333333,7.939638203924246,0
C00127,31,3,51047.28,4,5104.728,TKO,0,0.03125,10.840527130566834,194.5,1,1,0.3,8.53811832572053,0
C00128,89,2,27312.02,4,5462.404,MK,1,0.011111111111111112,10.21511879055831,553.0,1,1,0.4,8.605827317702403,1
C00129,149,3,27808.0,5,2780.8,TKO,1,0.006666666666666667,10.23311498829311,278.5,2,1,0.4,7.93085347917303,0
C00130,452,2,6946.12,2,1736.53,ST,1,0.002207505518763797,8.846082464186992,222.0,1,1,0.5,7.4602198434769385,1
C00131,74,3,66258.47,4,6625.847,TKO,0,0.013333333333333334,11.101333677029261,272.0,2,1,0.5,8.798884404451858,0
C00132,55,6,92951.12,5,5809.445,TKO,0,0.017857142857142856,11.439839800850763,85.2,3,1,0.3125,8.66741243899555,0
C00133,103,3,57384.04,5,4098.86,ST,0,0.009615384615384616,10.957538921160792,194.0,2,1,0.2857142857142857,8.318708105767936,0
C00134,261,6,61728.33,5,2469.1332,ST,0,0.003816793893129771,11.030514461611236,93.2,3,1,0.36,7.812027355293514,0
C00135,76,4,32065.52,5,3206.552,CYB,0,0.012987012987012988,10.375567774170655,131.0,3,1,0.3,8.073263308361495,0
C00136,464,3,23735.46,5,3390.7799999999997,ST,1,0.002150537634408602,10.074767541627832,35.5,2,1,0.2857142857142857,8.129110136317825,0
C00137,346,3,45732.729999999996,5,4573.272999999999,CYB,1,0.002881844380403458,10.730591379037586,180.5,2,1,0.4,8.428203057978726,0
C00138,463,1,4466.88,2,1488.96,CYB,1,0.0021551724137931034,8.404669302173987,135.5,1,1,0.6666666666666666,7.30650455294157,1
C00139,72,5,54996.35,5,4583.029166666666,ST,0,0.0136986301369863,10.915040281235646,122.0,4,1,0.4166666666666667,8.430333621085213,0
C00140,151,3,30860.72,4,3428.968888888889,ST,1,0.006578947368421052,10.337271859944021,263.0,2,1,0.4444444444444444,8.140306469824067,1
C00141,32,3,30103.78,4,3344.8644444444444,CYB,1,0.030303030303030304,10.31243924211566,305.0,2,1,0.4444444444444444,8.11548036800777,1
C00142,38,5,46713.44,5,3593.3415384615387,TKO,0,0.02564102564102564,10.751808603570916,173.0,3,1,0.3076923076923077,8.187116093006926,0
C00143,545,1,29745.68,2,7436.42,ST,1,0.0018315018315018315,10.300472808107752,135.5,1,1,0.75,8.914279293493514,1
C00144,34,5,43658.6,5,3638.2166666666667,MK,0,0.02857142857142857,10.684178468357889,116.25,4,1,0.4166666666666667,8.199523736006427,0
C00145,112,2,13813.05,4,2302.1749999999997,MK,1,0.008849557522123894,9.5334414691588,415.0,2,1,0.5,7.7420438847757005,1
C00146,60,1,802.18,1,802.18,TKO,1,0.01639344262295082,6.688578848229038,135.5,1,1,1.0,6.688578848229038,1
C00147,398,2,126343.3,3,12634.33,MK,0,0.002506265664160401,11.746765999016773,205.0,1,1,0.7,9.444252137407622,1
C00148,17,2,3630.51,4,907.6275,TKO,1,0.05555555555555555,8.197403818725483,260.0,1,1,0.25,6.8119352192111124,1
C00149,5,5,46558.55,5,2586.586111111111,MK,0,0.16666666666666666,10.74848741741016,167.75,3,1,0.3333333333333333,7.858480716676337,0
C00150,102,5,107245.5,5,5362.275,TKO,0,0.009708737864077669,11.582885202225128,91.25,4,1,0.3,8.587330074938475,0
C00151,99,3,12557.19,3,2511.438,TKO,1,0.01,9.43812832135734,187.5,3,1,0.4,7.829008875445943,1
C00152,286,3,31793.61,4,3974.20125,MK,1,0.003484320557491289,10.367052057546706,92.5,2,1,0.5,8.287830654737649,0
C00153,22,4,39342.369999999995,5,3278.530833333333,MK,0,0.043478260869565216,10.58008275172102,172.0,3,1,0.3333333333333333,8.095455652529305,0
C00154,97,3,69724.16,5,4980.297142857143,ST,0,0.01020408163265306,11.15231650722235,285.0,1,1,0.35714285714285715,8.5134456065554,0
C00155,84,2,14434.240000000002,4,2405.706666666667,MK,1,0.011764705882352941,9.57742771821445,527.0,1,1,0.3333333333333333,7.786014563579259,1
C00156,328,1,1244.98,2,622.49,MK,1,0.00303951367781155,7.127677647854208,135.5,1,1,0.5,6.435332726499092,1
C00157,162,2,24703.06,4,4940.612,ST,1,0.006134969325153374,10.11472288157803,512.0,2,1,0.4,8.505446872742024,1
C00158,32,3,3205.85,2,801.4625,ST,1,0.030303030303030304,8.073044425914526,217.5,2,1,0.75,6.6876851249403755,1
C00159,502,2,21324.120000000003,4,3554.0200000000004,TKO,1,0.0019880715705765406,9.967640999542171,30.0,2,1,0.5,8.176115968100559,1
C00160,32,3,29967.829999999998,3,4994.638333333333,MK,1,0.030303030303030304,10.307913120509626,282.5,2,1,0.5,8.516320477378764,1
C00161,85,4,62907.46,5,4493.39,TKO,0,0.011627906976744186,11.049435932849413,191.0,3,1,0.35714285714285715,8.410585231356404,0
C00162,23,10,36207.82,5,1574.253043478261,TKO,0,0.041666666666666664,10.497058014545736,62.888888888888886,4,1,0.30434782608695654,7.362171200880772,0
C00163,88,3,39515.08,5,3951.5080000000003,CYB,0,0.011235955056179775,10.584462956658722,297.0,3,1,0.4,8.282105593116999,0
C00164,224,5,18866.62,4,2695.2314285714283,ST,1,0.0044444444444444444,9.8452025042819,75.25,3,1,0.42857142857142855,7.899610309806276,0
C00165,223,2,82116.3,4,8211.630000000001,MK,0,0.004464285714285714,11.315903991878276,198.0,2,1,0.3,9.01342849219574,0
C00166,39,3,35574.86,3,5082.122857142857,TKO,1,0.025,10.47942259694555,73.0,3,1,0.42857142857142855,8.533681087358007,0
C00167,157,1,1941.69,1,1941.69,TKO,1,0.006329113924050633,7.571828889556324,135.5,1,1,1.0,7.571828889556324,1
C00168,137,5,59817.66,5,3738.60375,CYB,0,0.007246376811594203,10.999072931398105,118.5,3,1,0.3125,8.226734935597705,0
C00169,302,2,42898.77,4,6128.395714285713,MK,1,0.0033003300330033004,10.666621743596375,80.0,2,1,0.42857142857142855,8.720851445651137,0
C00170,104,3,23951.89,5,2993.98625,CYB,1,0.009523809523809525,10.083844263617712,175.5,2,1,0.375,8.004694919554035,0
C00171,51,3,10156.84,4,1269.605,ST,1,0.019230769230769232,9.226001100105027,329.5,2,1,0.375,7.147248443973439,1
C00172,145,6,132462.58000000002,5,6307.741904761906,TKO,0,0.00684931506849315,11.794063018700774,79.8,3,1,0.38095238095238093,8.74969155447741,0
C00173,93,4,62821.96,3,4832.458461538461,MK,0,0.010638297872340425,11.048075890734573,191.0,2,1,0.6153846153846154,8.483317527999617,1
C00174,96,6,93170.58,4,5480.622352941176,CYB,0,0.010309278350515464,11.442198018549044,107.0,4,1,0.4117647058823529,8.609156385934748,0
C00175,58,2,34667.24,4,5777.873333333333,MK,1,0.01694915254237288,10.453579273040933,316.0,2,1,0.3333333333333333,8.661964017637235,0
C00176,272,3,29462.58,5,3273.6200000000003,MK,1,0.003663003663003663,10.290910203339621,220.5,2,1,0.3333333333333333,8.093957110802938,0
C00177,58,3,26650.510000000002,4,2422.7736363636363,MK,1,0.01694915254237288,10.190601088401609,282.5,3,1,0.36363636363636365,7.793080958490182,0
C00178,597,3,33713.619999999995,5,4816.231428571428,CYB,1,0.0016722408026755853,10.425686850157515,29.5,2,1,0.42857142857142855,8.479954649605562,0
C00179,217,5,89251.67,5,4462.5835,ST,0,0.0045871559633027525,11.3992266151608,124.25,2,1,0.35,8.40370719773692,0
C00180,338,3,20651.82,4,2581.4775,MK,1,0.0029498525073746312,9.935607150808814,178.0,2,1,0.375,7.85650448846794,1
C00181,474,4,23769.020000000004,5,2160.82,MK,1,0.002105263157894737,10.076180401750605,70.0,3,1,0.36363636363636365,7.678705738488942,0
C00182,514,2,19936.44,3,3987.2879999999996,ST,1,0.001941747572815534,9.900354650118283,163.0,2,1,0.6,8.291117345124182,1
C00183,43,5,23286.97,5,1791.3053846153848,TKO,0,0.022727272727272728,10.055692197207522,158.5,3,1,0.3076923076923077,7.491257994537778,0
C00184,164,2,9326.57,4,1165.82125,TKO,1,0.006060606060606061,9.140729809757584,562.0,1,1,0.5,7.062038450032046,1
C00185,331,3,43241.200000000004,5,3603.433333333334,TKO,1,0.0030120481927710845,10.674572149274773,135.5,2,1,0.25,8.189919848274322,0
C00186,113,4,34827.19,5,3166.108181818182,TKO,0,0.008771929824561403,10.458182395314354,179.33333333333334,2,1,0.45454545454545453,8.060574205038964,0
C00187,75,3,51446.34,5,4287.195,MK,0,0.013157894736842105,10.848314039245397,243.0,1,1,0.25,8.363621177462916,0
C00188,63,5,68839.59,5,3824.4216666666666,ST,0,0.015625,11.139548820887237,134.5,4,1,0.2777777777777778,8.24942397983611,0
C00189,67,3,66910.31,4,5146.946923076923,MK,0,0.014705882352941176,11.11112329012354,265.0,2,1,0.3076923076923077,8.546353258460249,0
C00190,374,2,55549.36,3,9258.226666666667,MK,1,0.0026666666666666666,10.925045275694842,329.0,2,1,0.6666666666666666,9.13337581083386,1
C00191,571,2,44207.17,3,5525.89625,TKO,1,0.0017482517482517483,10.69666489261364,116.0,1,1,0.375,8.617381680171642,1
C00192,15,12,63912.49,5,2458.172692307692,ST,0,0.0625,11.065285729195923,62.72727272727273,4,1,0.3076923076923077,7.807580268423594,0
C00193,218,4,75745.0,5,6885.909090909091,TKO,0,0.0045662100456621,11.235140916696839,145.33333333333334,3,1,0.5454545454545454,8.837377655357255,0
C00194,88,5,129506.93,5,8094.183125,CYB,0,0.011235955056179775,11.771497393768147,76.75,3,1,0.375,8.999024487844745,0
C00195,160,5,61383.27,5,3230.6984210526316,MK,0,0.006211180124223602,11.024908892388163,140.0,4,1,0.2631578947368421,8.080763104969433,0
C00196,147,2,3264.89,3,1088.2966666666666,CYB,1,0.006756756756756757,8.091287592620288,343.0,2,1,0.3333333333333333,6.993287507014561,1
C00198,87,6,60600.86,5,3189.518947368421,CYB,0,0.011363636363636364,11.01208086465569,102.2,4,1,0.3157894736842105,8.067938861973865,0
C00199,11,5,40101.69,5,2864.406428571429,TKO,0,0.08333333333333333,10.599198693339009,75.75,3,1,0.35714285714285715,7.960465478972994,0
C00200,83,4,39000.38,4,3250.0316666666663,CYB,0,0.011904761904761904,10.571352309101147,77.33333333333333,2,1,0.4166666666666667,8.086727660849105,0
