Customer id,Recency,Frequency,Monetary,CategoryVariety,AvgInvoice,PreferredMall,Cluster
C00038,151,4,86937.43000000001,4,6209.816428571429,MK,0
C00039,83,3,27815.850000000002,4,2781.585,TKO,1
C00040,104,3,38181.96000000001,5,3471.087272727273,ST,0
C00041,279,5,55283.82,5,3455.23875,MK,0
C00042,22,3,6058.8099999999995,5,1211.762,MK,1
C00043,81,1,525.53,1,525.53,TKO,1
C00044,111,2,54462.29,3,7780.327142857143,TKO,1
C00045,79,8,87512.03,5,3125.429642857143,CYB,0
C00046,70,3,13056.3,5,1632.0375,ST,1
C00047,628,4,45596.62,5,3507.432307692308,TKO,1
C00048,448,5,25669.08,5,1711.2720000000002,MK,1
C00049,4,6,182164.34,5,7590.180833333333,CYB,0
C00050,390,1,10302.52,2,5151.26,CYB,1
C00051,508,2,15209.410000000002,4,3041.8820000000005,TKO,1
C00052,85,3,34922.54,3,4988.934285714286,CYB,1
C00053,70,2,12070.0,4,2011.6666666666667,MK,1
C00054,124,3,18537.45,5,2317.18125,CYB,1
C00055,122,3,87880.95999999999,4,6760.073846153846,CYB,0
C00056,45,9,110132.73999999999,5,4078.99037037037,TKO,0
C00057,271,1,963.6,2,481.8,ST,1
C00058,237,2,9206.52,4,1841.304,TKO,1
C00059,13,5,36559.72,5,3046.6433333333334,ST,0
C00060,14,2,90801.2,5,9080.119999999999,ST,0
C00061,167,5,73436.1,5,5245.435714285714,CYB,0
C00062,123,2,15506.85,3,2584.475,CYB,1
C00063,88,6,66030.12,5,3001.3690909090906,CYB,0
C00064,146,7,123865.70999999999,5,5630.259545454545,TKO,0
C00065,621,4,66327.38,5,3901.6105882352945,CYB,1
C00066,4,7,78085.61,5,3253.5670833333334,MK,0
C00067,51,3,14090.57,5,1409.057,TKO,1
C00068,83,8,75179.07,5,4176.615000000001,MK,0
C00069,113,4,10570.49,5,1321.31125,TKO,1
C00070,26,4,43630.76,5,3966.4327272727273,CYB,0
C00071,4,4,18623.1,5,1551.925,ST,0
C00072,231,5,42607.05,3,4734.116666666667,MK,1
C00073,242,3,49693.6,5,4517.599999999999,ST,0
C00075,21,6,52680.0,5,2926.6666666666665,CYB,0
C00076,40,7,89636.89,5,4074.404090909091,CYB,0
C00077,200,2,21574.91,5,2397.2122222222224,ST,1
C00078,4,3,8927.3,5,1275.3285714285714,TKO,1
C00079,62,8,65862.07,4,3466.4247368421056,MK,0
C00080,61,3,5065.18,3,1266.295,CYB,1
C00081,98,9,124781.73,5,4302.818275862069,TKO,0
C00082,177,4,51201.939999999995,5,4654.721818181818,ST,0
C00083,312,1,14052.51,3,4684.17,CYB,1
C00084,37,4,13499.710000000001,4,1687.4637500000001,MK,1
C00085,29,2,33676.189999999995,4,5612.698333333333,TKO,1
C00086,144,4,44051.99,5,3388.6146153846153,MK,0
C00087,510,1,4807.02,2,1602.3400000000001,TKO,1
C00088,288,4,51532.84,5,4684.803636363636,MK,0
C00089,243,2,46630.11,4,6661.444285714286,CYB,1
C00090,456,2,48064.280000000006,3,6008.035000000001,ST,1
C00091,150,3,18790.95,5,2087.883333333333,TKO,1
C00092,9,7,66546.48,5,3697.0266666666666,MK,0
C00093,10,3,100201.73999999999,4,9109.24909090909,ST,0
C00094,100,6,116743.0,4,6485.722222222223,MK,0
C00095,13,5,11132.99,4,856.3838461538461,TKO,1
C00096,153,4,51400.840000000004,5,3953.9107692307693,MK,0
C00097,57,2,16583.49,3,1842.6100000000001,CYB,1
C00098,81,5,19441.31,4,1944.131,TKO,1
C00099,108,3,28522.17,4,2852.2169999999996,MK,1
C00100,104,4,20933.39,5,1610.2607692307693,MK,1
C00101,63,5,57710.560000000005,5,3394.738823529412,TKO,0
C00102,72,5,92920.88,4,5807.555,CYB,0
C00103,126,2,59453.53,4,7431.69125,CYB,0
C00104,102,4,58602.8,4,4185.914285714286,TKO,0
C00105,333,3,25556.38,5,2555.638,MK,1
C00106,53,3,55635.89,5,4636.324166666666,ST,0
C00107,69,5,10642.66,4,886.8883333333333,CYB,1
C00108,317,1,611.08,2,305.54,TKO,1
C00109,104,2,6236.59,3,1559.1475,TKO,1
C00111,42,2,39801.479999999996,4,6633.579999999999,MK,0
C00112,81,5,64454.19,5,4028.386875,MK,0
C00114,289,3,16082.84,5,2010.355,CYB,1
C00115,539,1,13462.68,3,3365.67,ST,1
C00116,18,1,9064.6,3,2266.15,TKO,1
C00117,32,5,52547.92,5,4042.147692307692,CYB,0
C00118,21,5,74081.68,5,4115.648888888889,MK,0
C00119,197,5,59057.3,4,3937.1533333333336,TKO,0
C00121,236,3,58668.119999999995,5,4889.009999999999,ST,0
C00122,138,1,2142.76,1,1071.38,MK,1
C00123,274,2,8083.33,4,1154.7614285714285,MK,1
C00124,24,4,26309.32,5,2192.443333333333,ST,0
C00125,9,5,18904.879999999997,5,1260.3253333333332,MK,0
C00126,199,4,33664.14,4,2805.345,ST,1
C00127,31,3,51047.28,4,5104.728,TKO,0
C00128,89,2,27312.02,4,5462.404,MK,1
C00129,149,3,27808.0,5,2780.8,TKO,1
C00130,452,2,6946.12,2,1736.53,ST,1
C00131,74,3,66258.47,4,6625.847,TKO,0
C00132,55,6,92951.12,5,5809.445,TKO,0
C00133,103,3,57384.04,5,4098.86,ST,0
C00134,261,6,61728.33,5,2469.1332,ST,0
C00135,76,4,32065.52,5,3206.552,CYB,0
C00136,464,3,23735.46,5,3390.7799999999997,ST,1
C00137,346,3,45732.729999999996,5,4573.272999999999,CYB,1
C00138,463,1,4466.88,2,1488.96,CYB,1
C00139,72,5,54996.35,5,4583.029166666666,ST,0
C00140,151,3,30860.72,4,3428.968888888889,ST,1
C00141,32,3,30103.78,4,3344.8644444444444,CYB,1
C00142,38,5,46713.44,5,3593.3415384615387,TKO,0
C00143,545,1,29745.68,2,7436.42,ST,1
C00144,34,5,43658.6,5,3638.2166666666667,MK,0
C00145,112,2,13813.05,4,2302.1749999999997,MK,1
C00146,60,1,802.18,1,802.18,TKO,1
C00147,398,2,126343.3,3,12634.33,MK,0
C00148,17,2,3630.51,4,907.6275,TKO,1
C00149,5,5,46558.55,5,2586.586111111111,MK,0
C00150,102,5,107245.5,5,5362.275,TKO,0
C00151,99,3,12557.19,3,2511.438,TKO,1
C00152,286,3,31793.61,4,3974.20125,MK,1
C00153,22,4,39342.369999999995,5,3278.530833333333,MK,0
C00154,97,3,69724.16,5,4980.297142857143,ST,0
C00155,84,2,14434.240000000002,4,2405.706666666667,MK,1
C00156,328,1,1244.98,2,622.49,MK,1
C00157,162,2,24703.06,4,4940.612,ST,1
C00158,32,3,3205.85,2,801.4625,ST,1
C00159,502,2,21324.120000000003,4,3554.0200000000004,TKO,1
C00160,32,3,29967.829999999998,3,4994.638333333333,MK,1
C00161,85,4,62907.46,5,4493.39,TKO,0
C00162,23,10,36207.82,5,1574.253043478261,TKO,0
C00163,88,3,39515.08,5,3951.5080000000003,CYB,0
C00164,224,5,18866.62,4,2695.2314285714283,ST,1
C00165,223,2,82116.3,4,8211.630000000001,MK,0
C00166,39,3,35574.86,3,5082.122857142857,TKO,1
C00167,157,1,1941.69,1,1941.69,TKO,1
C00168,137,5,59817.66,5,3738.60375,CYB,0
C00169,302,2,42898.77,4,6128.395714285713,MK,1
C00170,104,3,23951.89,5,2993.98625,CYB,1
C00171,51,3,10156.84,4,1269.605,ST,1
C00172,145,6,132462.58000000002,5,6307.741904761906,TKO,0
C00173,93,4,62821.96,3,4832.458461538461,MK,0
C00174,96,6,93170.58,4,5480.622352941176,CYB,0
C00175,58,2,34667.24,4,5777.873333333333,MK,1
C00176,272,3,29462.58,5,3273.6200000000003,MK,1
C00177,58,3,26650.510000000002,4,2422.7736363636363,MK,1
C00178,597,3,33713.619999999995,5,4816.231428571428,CYB,1
C00179,217,5,89251.67,5,4462.5835,ST,0
C00180,338,3,20651.82,4,2581.4775,MK,1
C00181,474,4,23769.020000000004,5,2160.82,MK,1
C00182,514,2,19936.44,3,3987.2879999999996,ST,1
C00183,43,5,23286.97,5,1791.3053846153848,TKO,0
C00184,164,2,9326.57,4,1165.82125,TKO,1
C00185,331,3,43241.200000000004,5,3603.433333333334,TKO,1
C00186,113,4,34827.19,5,3166.108181818182,TKO,0
C00187,75,3,51446.34,5,4287.195,MK,0
C00188,63,5,68839.59,5,3824.4216666666666,ST,0
C00189,67,3,66910.31,4,5146.946923076923,MK,0
C00190,374,2,55549.36,3,9258.226666666667,MK,1
C00191,571,2,44207.17,3,5525.89625,TKO,1
C00192,15,12,63912.49,5,2458.172692307692,ST,0
C00193,218,4,75745.0,5,6885.909090909091,TKO,0
C00194,88,5,129506.93,5,8094.183125,CYB,0
C00195,160,5,61383.27,5,3230.6984210526316,MK,0
C00196,147,2,3264.89,3,1088.2966666666666,CYB,1
C00198,87,6,60600.86,5,3189.518947368421,CYB,0
C00199,11,5,40101.69,5,2864.406428571429,TKO,0
C00200,83,4,39000.38,4,3250.0316666666663,CYB,0
C00201,16,4,103738.48000000001,3,8644.873333333335,ST,0
C00202,282,3,39235.59,4,4359.509999999999,ST,1
C00204,12,2,1169.04,3,292.26,TKO,1
C00205,112,2,49899.880000000005,3,8316.646666666667,MK,1
C00206,561,1,13760.22,3,4586.74,CYB,1
C00207,239,6,58323.659999999996,5,3430.8035294117644,TKO,0
C00208,298,4,74515.85,5,4139.769444444445,TKO,0
C00209,365,5,35640.17,5,2741.5515384615383,CYB,0
C00210,226,5,49611.45,5,3100.715625,MK,0
C00211,443,2,8274.18,4,1379.03,TKO,1
C00212,331,2,13877.38,3,2312.8966666666665,MK,1
C00213,165,7,64729.97,5,2489.6142307692307,MK,0
C00214,268,4,82620.03,5,4860.001764705882,TKO,0
C00215,145,9,130344.03,5,4655.143928571429,CYB,0
C00216,146,1,812.17,1,812.17,TKO,1
C00217,30,2,2823.91,2,705.9775,MK,1
C00218,49,6,157466.62,5,6561.109166666666,MK,0
C00219,98,5,52661.37,5,3761.526428571429,ST,0
C00220,346,2,4448.299999999999,3,741.3833333333332,ST,1
C00221,128,6,31306.27,5,1956.641875,TKO,0
C00222,83,1,11389.52,4,2847.38,TKO,1
C00223,8,6,54743.71,5,3649.5806666666667,TKO,0
C00224,510,3,36683.72,4,5240.5314285714285,MK,1
C00225,153,1,16304.56,3,4076.14,ST,1
C00226,265,3,27036.56,4,3004.0622222222223,CYB,1
C00227,85,2,18386.16,5,3064.36,ST,1
C00228,150,4,60002.21,5,4000.1473333333333,CYB,0
C00229,199,5,63610.38,5,4543.598571428572,TKO,0
C00230,202,3,74162.23999999999,4,7416.223999999999,ST,0
C00231,45,6,96148.87,4,4370.403181818182,CYB,0
C00232,58,3,52671.98,5,4051.6907692307695,CYB,0
C00233,35,8,93205.91,5,3213.996896551724,ST,0
C00234,179,3,40444.72,3,4493.857777777778,ST,1
C00236,198,4,61984.39,5,5165.365833333333,ST,0
C00237,49,3,45226.14,3,5025.126666666667,TKO,1
C00238,290,3,56568.36,4,4714.03,ST,1
C00239,6,2,42584.26,4,4731.584444444445,TKO,1
C00240,4,3,56792.97,3,7099.12125,ST,0
C00241,87,5,46359.06,5,3311.3614285714284,TKO,0
C00242,210,4,64057.219999999994,4,4927.4784615384615,TKO,0
C00243,17,4,61536.28,5,4733.5599999999995,TKO,0
C00244,377,2,6421.400000000001,2,1284.2800000000002,MK,1
C00245,552,1,3452.5499999999997,1,1150.85,CYB,1
C00246,565,2,19273.33,4,3854.666,MK,1
C00247,72,4,43678.46,5,3359.881538461538,ST,0
C00248,240,5,59484.82,4,4957.068333333334,TKO,0
C00250,12,6,49692.39,5,2760.6883333333335,MK,0
C00251,14,3,30345.239999999998,5,3793.1549999999997,MK,0
C00252,24,4,11879.0,3,1187.9,CYB,1
C00253,76,7,87143.32,5,4149.681904761905,TKO,0
C00254,178,3,44464.19,5,5558.02375,TKO,0
C00255,373,2,21719.92,4,3619.986666666666,MK,1
C00256,568,1,898.14,1,898.14,ST,1
C00257,91,7,19911.350000000002,5,1171.2558823529414,ST,0
C00258,175,6,59158.579999999994,5,3113.60947368421,TKO,0
C00260,338,2,44132.04,4,7355.34,CYB,1
C00261,385,3,7062.5599999999995,3,1177.0933333333332,MK,1
C00262,66,6,156891.4,5,6537.141666666666,MK,0
C00263,63,6,155384.8,4,5754.992592592592,TKO,0
C00264,91,4,51586.32,4,3968.1784615384613,MK,0
C00265,48,5,60178.159999999996,4,4298.44,MK,0
C00266,133,2,41091.950000000004,5,4109.195000000001,MK,1
C00267,47,1,2381.7599999999998,3,595.4399999999999,TKO,1
C00268,77,4,59929.829999999994,5,5448.166363636363,ST,0
C00269,6,4,133873.57,5,8367.098125,ST,0
C00270,36,5,47797.84,5,3186.5226666666663,ST,0
C00271,257,5,42421.939999999995,5,2356.7744444444443,TKO,0
C00272,65,6,82106.85,4,3909.8500000000004,MK,0
C00273,76,5,29502.35,5,2458.5291666666667,TKO,0
C00274,305,3,35752.979999999996,4,3250.270909090909,TKO,1
C00275,143,5,23157.22,5,1781.3246153846155,MK,0
C00276,38,5,83075.25,5,4886.779411764706,TKO,0
C00277,292,1,3982.83,3,1327.61,TKO,1
C00278,89,2,20692.5,5,2956.0714285714284,TKO,1
C00279,21,3,72399.66,4,6581.787272727273,MK,0
C00280,269,10,85372.79,5,2510.964411764706,TKO,0
C00281,141,6,53870.45,4,2835.286842105263,CYB,0
C00282,87,2,27289.2,4,4548.2,ST,1
C00283,247,4,66006.81,5,5077.446923076923,TKO,0
C00284,78,3,54454.69,4,4950.426363636364,TKO,0
C00285,256,2,16447.21,4,3289.442,MK,1
C00286,579,2,51244.520000000004,3,8540.753333333334,MK,1
C00287,615,3,47579.84,5,4325.44,ST,1
C00288,90,3,22860.469999999998,5,2540.052222222222,ST,1
C00289,38,5,50338.979999999996,5,3355.932,TKO,0
C00291,123,4,66713.07,5,4169.566875,CYB,0
C00292,104,4,50338.18,5,4194.848333333333,MK,0
C00293,134,4,20229.469999999998,5,2022.9469999999997,MK,1
C00294,57,3,20152.58,4,2878.94,MK,1
C00296,650,1,110.24,1,110.24,CYB,1
C00297,626,2,13652.82,3,2275.47,CYB,1
C00298,22,6,159210.62,5,7960.531,ST,0
C00299,160,3,12855.320000000002,3,1606.9150000000002,MK,1
C00300,114,5,49566.240000000005,5,3097.8900000000003,MK,0
C00301,75,4,29909.65,5,2719.059090909091,MK,0
C00302,288,2,3326.24,3,554.3733333333333,MK,1
C00303,162,1,19206.8,3,4801.7,MK,1
C00304,209,4,45643.18,4,4149.38,MK,1
C00305,65,4,25137.14,3,2513.714,ST,1
C00306,73,3,28917.27,3,4819.545,MK,1
C00307,118,5,63674.1,4,4898.007692307692,MK,0
C00308,82,5,16457.99,4,1496.1809090909092,CYB,1
C00309,68,3,48263.27,5,4826.326999999999,TKO,0
C00310,95,5,64815.69,5,3812.6876470588236,CYB,0
C00311,252,4,56120.86,4,4008.632857142857,TKO,0
C00312,468,3,27059.879999999997,4,3865.6971428571424,TKO,1
C00313,192,4,12596.009999999998,4,1145.091818181818,ST,1
C00314,196,5,70880.3,4,5062.878571428571,CYB,0
C00315,366,1,34582.92,2,8645.73,CYB,1
C00316,280,4,32367.59,4,2942.508181818182,TKO,1
C00317,24,7,46565.619999999995,5,2024.5921739130433,CYB,0
C00318,257,1,25401.32,2,6350.33,TKO,1
C00319,48,6,95086.92,5,4527.948571428571,ST,0
C00320,120,5,39861.439999999995,5,3066.264615384615,TKO,0
C00321,146,5,77377.81,3,4836.113125,MK,0
C00322,128,3,24654.64,4,3081.83,TKO,1
C00323,18,3,24682.219999999998,4,3085.2774999999997,ST,1
C00324,134,7,147688.13999999998,5,5907.525599999999,TKO,0
C00325,59,7,139623.91,5,5584.9564,MK,0
C00326,99,4,13249.11,4,1472.1233333333334,TKO,1
C00327,75,8,57849.69,5,3213.871666666667,MK,0
C00328,321,2,27502.559999999998,4,4583.759999999999,CYB,1
C00329,141,3,47772.1,5,3981.008333333333,TKO,0
C00330,470,3,15495.11,5,1721.6788888888889,TKO,1
C00331,222,4,26439.71,4,3777.1014285714286,TKO,1
C00332,12,4,41111.95,5,3737.45,ST,0
C00333,366,2,37992.28,4,4749.035,TKO,1
C00334,141,7,163488.93,5,6055.145555555555,TKO,0
C00335,189,5,40286.89,5,3098.9915384615383,CYB,0
C00336,122,5,92447.77,4,6163.184666666667,MK,0
C00337,21,7,121989.54,5,5809.025714285714,ST,0
C00338,150,3,70078.59,5,5839.8825,ST,0
C00339,33,4,38142.89,5,3178.5741666666668,MK,0
C00340,24,3,64595.67,4,7177.296666666666,MK,0
C00341,113,4,18648.31,5,1695.3009090909093,CYB,1
C00342,296,2,3745.6400000000003,3,624.2733333333334,MK,1
C00343,103,6,95482.59,5,3978.44125,TKO,0
C00344,373,3,51650.78999999999,4,5738.976666666666,MK,1
C00345,109,4,52344.19,4,4026.476153846154,TKO,0
C00346,48,6,42605.96,5,2506.2329411764704,TKO,0
C00347,624,1,123.3,1,123.3,MK,1
C00348,210,5,86751.06999999999,5,4565.845789473684,CYB,0
C00349,539,3,39549.090000000004,5,3595.3718181818185,TKO,1
C00350,126,5,72038.52,4,4802.568,ST,0
C00351,168,3,29980.350000000002,5,3331.15,CYB,1
C00352,216,4,30101.96,5,2508.4966666666664,ST,1
C00353,16,6,104180.70999999999,5,4960.98619047619,ST,0
C00354,153,5,39704.72,4,3054.209230769231,CYB,0
C00355,126,2,12640.24,4,1805.7485714285715,TKO,1
C00356,1,5,35106.4,5,2194.15,TKO,0
C00357,197,6,63349.6,5,3519.422222222222,CYB,0
C00358,337,3,38129.759999999995,5,4236.639999999999,MK,1
C00359,32,3,24508.39,4,3063.54875,CYB,1
C00360,207,5,112566.79,5,5924.5678947368415,TKO,0
C00361,382,4,67585.84000000001,4,5632.153333333335,TKO,0
C00362,64,2,7332.08,3,1466.416,TKO,1
C00363,418,2,17078.760000000002,3,3415.7520000000004,TKO,1
C00364,94,2,40726.479999999996,4,5090.8099999999995,CYB,1
C00365,73,4,32328.69,4,2938.971818181818,CYB,1
C00366,93,4,33367.3,5,2383.378571428572,ST,0
C00367,263,2,3507.1899999999996,3,1169.0633333333333,TKO,1
C00368,62,4,17091.1,5,1553.7363636363634,CYB,1
C00369,68,2,11571.06,4,1928.51,TKO,1
C00370,423,3,17502.26,5,1750.2259999999999,TKO,1
C00371,570,1,7038.480000000001,2,2346.1600000000003,MK,1
C00372,3,4,115226.37,5,6778.021764705882,TKO,0
C00373,59,1,19827.5,3,3965.5,CYB,1
C00374,120,4,52118.93,5,3722.780714285714,MK,0
C00375,141,2,33149.31,3,5524.884999999999,CYB,1
C00376,270,2,30510.75,4,4358.678571428572,TKO,1
C00377,5,5,60272.08,4,3172.214736842105,TKO,0
C00378,91,7,78302.58,5,3915.129,CYB,0
C00379,107,3,40788.14,3,5098.5175,TKO,1
C00380,14,5,122632.58,5,6454.346315789474,ST,0
C00381,178,7,112112.70000000001,5,5096.031818181818,TKO,0
C00382,35,2,11166.64,3,2791.66,TKO,1
C00383,89,5,118259.26,5,6956.4270588235295,MK,0
C00384,97,8,72670.06,4,2595.3592857142858,TKO,0
C00385,2,4,69093.40000000001,5,5757.783333333334,ST,0
C00386,266,3,77466.19,4,8607.354444444445,MK,0
C00387,152,6,59584.81,5,2979.2405,CYB,0
C00388,193,2,23124.28,3,5781.07,ST,1
C00389,579,1,7247.579999999999,3,2415.8599999999997,ST,1
C00390,47,3,23270.18,4,2327.018,CYB,1
C00391,82,2,18231.6,3,3038.6,ST,1
C00392,154,4,33394.99,5,2782.915833333333,ST,0
C00393,16,5,122029.22,4,7178.189411764706,TKO,0
C00394,71,2,11066.43,5,1844.405,CYB,1
C00395,81,6,77536.67,5,4307.592777777778,ST,0
C00396,18,4,15342.09,4,1704.6766666666667,ST,1
C00397,209,4,74560.65999999999,5,5735.435384615384,TKO,0
C00398,26,3,9222.12,3,922.2120000000001,ST,1
C00399,298,3,45486.340000000004,4,5054.0377777777785,CYB,1
C00400,48,6,57220.96,5,2724.807619047619,CYB,0
C00401,120,7,120457.13,5,6022.8565,TKO,0
C00402,32,7,40060.13,5,2861.437857142857,MK,0
C00403,127,4,69006.82,5,4600.454666666667,CYB,0
C00404,71,6,65536.43,5,4096.026875,TKO,0
C00405,288,3,39793.16,3,6632.193333333334,CYB,1
C00406,103,3,17876.26,5,1787.6259999999997,CYB,1
C00407,331,4,54784.57,4,4214.197692307693,MK,1
C00408,172,5,109580.89,5,6445.934705882353,TKO,0
C00409,225,4,26060.71,4,2606.071,CYB,1
C00410,568,1,519.42,2,259.71,TKO,1
C00411,42,7,118158.54,5,5907.927,MK,0
C00412,187,4,16958.03,5,1413.1691666666666,TKO,1
C00413,187,3,67581.42,3,6758.142,ST,0
C00415,177,3,44918.58,4,4491.858,TKO,1
C00416,170,3,51832.25,3,6479.03125,MK,1
C00417,279,1,1154.22,3,384.74,MK,1
C00418,481,2,23536.28,5,3362.325714285714,CYB,1
C00419,410,2,6952.78,4,772.531111111111,ST,1
C00420,253,3,13216.919999999998,4,1888.1314285714284,TKO,1
C00421,85,8,56837.630000000005,5,2706.55380952381,MK,0
C00422,17,2,6563.67,4,1312.734,ST,1
C00423,144,5,71142.02,5,4446.37625,ST,0
C00424,33,4,12441.25,5,1555.15625,CYB,1
C00426,278,1,9712.89,3,3237.6299999999997,MK,1
C00427,33,4,87275.94,5,5133.878823529412,TKO,0
C00428,154,5,21720.559999999998,5,2172.0559999999996,TKO,0
C00429,23,3,20755.219999999998,5,2075.522,TKO,1
C00430,130,3,16887.13,5,2412.447142857143,MK,1
C00431,269,2,14641.249999999998,4,1464.1249999999998,MK,1
C00432,24,5,85826.27,4,5721.751333333334,MK,0
C00433,503,2,237.56,1,118.78,CYB,1
C00434,97,1,2282.07,2,760.69,TKO,1
C00435,132,5,26325.94,5,2193.8283333333334,CYB,0
C00436,42,7,72155.12,4,3279.7781818181816,TKO,0
C00437,81,4,30525.76,4,3815.72,MK,1
C00438,18,4,57838.55,3,8262.65,MK,0
C00439,363,1,26230.8,3,6557.7,MK,1
C00440,43,4,16200.31,4,1800.0344444444445,ST,1
C00441,476,5,22124.01,5,2458.2233333333334,TKO,1
C00442,348,3,18725.66,4,1872.566,TKO,1
C00443,424,3,78814.59,5,6062.660769230769,MK,0
C00444,624,1,13278.54,2,4426.18,TKO,1
C00445,15,7,75359.01,5,4186.611666666667,TKO,0
C00446,56,8,109280.54000000001,5,4751.3278260869565,TKO,0
C00447,301,7,38519.46,5,2027.34,CYB,0
C00448,30,6,79384.64,5,4178.138947368421,MK,0
C00449,37,2,50863.08,5,5651.453333333334,TKO,0
C00451,223,9,110319.96,5,3804.1365517241384,MK,0
C00452,374,3,48007.28999999999,4,4800.728999999999,CYB,1
C00453,54,2,8543.3,2,2847.7666666666664,TKO,1
C00454,30,3,36582.14,5,3658.214,MK,0
C00455,60,4,42421.37,5,3535.1141666666667,TKO,0
C00456,324,1,205.6,1,205.6,CYB,1
C00457,187,3,45594.79,5,5066.087777777778,CYB,0
C00458,82,3,6733.459999999999,4,748.1622222222221,TKO,1
C00459,277,3,32021.08,4,2911.0072727272727,TKO,1
C00460,134,2,26201.07,4,4366.845,MK,1
C00461,213,2,18329.93,1,6109.9766666666665,CYB,1
C00462,28,5,32783.21,4,2980.291818181818,CYB,0
C00463,36,5,53299.42,4,4845.401818181818,CYB,0
C00464,96,3,11175.84,3,1241.76,CYB,1
C00465,48,5,68410.19,5,4560.6793333333335,MK,0
C00466,156,6,37135.18,5,1954.483157894737,CYB,0
C00467,50,8,97211.56999999999,5,4629.122380952381,CYB,0
C00468,299,2,11306.36,5,1615.1942857142858,TKO,1
C00469,124,5,44247.93,5,3687.3275,MK,0
C00470,155,4,24290.68,4,2698.9644444444443,TKO,1
C00471,133,4,57094.0,4,4757.833333333333,ST,0
C00472,0,7,146170.98,5,5846.8392,TKO,0
C00473,65,4,52902.090000000004,5,4408.507500000001,CYB,0
C00474,47,7,47625.08,5,2801.475294117647,TKO,0
C00475,233,2,13705.099999999999,3,2284.183333333333,MK,1
C00476,137,5,19333.24,5,1933.324,MK,0
C00477,138,4,61990.99999999999,4,4768.538461538461,TKO,0
C00478,122,2,50788.66,3,7255.522857142858,CYB,1
C00479,139,5,33159.26,5,2072.45375,MK,0
C00480,71,5,88013.81,5,4400.6905,ST,0
C00482,134,3,49421.880000000005,4,4118.490000000001,CYB,1
C00483,569,2,50690.47,3,10138.094000000001,ST,1
C00484,326,3,47761.340000000004,4,3673.9492307692312,MK,1
C00485,108,5,73294.79000000001,4,4580.9243750000005,TKO,0
C00486,220,5,34137.090000000004,5,2438.3635714285715,CYB,0
C00487,395,4,15833.58,4,1759.2866666666666,TKO,1
C00488,3,7,120184.5,5,5723.071428571428,CYB,0
C00489,546,1,44467.84,3,11116.96,TKO,1
C00490,352,2,25439.87,3,4239.9783333333335,CYB,1
C00491,88,2,48215.26,3,8035.876666666667,MK,1
C00492,46,5,66451.25,4,3908.8970588235293,MK,0
C00493,222,4,156158.24,5,10410.549333333332,CYB,0
C00494,286,4,37950.439999999995,5,3795.0439999999994,ST,0
C00495,11,5,51692.99,5,2871.8327777777777,TKO,0
C00496,312,1,30270.88,3,7567.72,ST,1
C00497,48,3,21791.14,5,2723.8925,ST,1
C00498,55,5,65953.42,5,4396.894666666666,MK,0
C00499,681,1,1104.9,2,552.45,MK,1
C00500,7,5,35693.049999999996,4,2974.420833333333,TKO,0
C00501,211,3,3412.3599999999997,2,682.472,MK,1
C00502,209,4,64659.33,4,4310.622,MK,0
C00503,13,4,44622.17,4,4462.217,CYB,0
C00504,105,3,40675.78999999999,5,3697.7990909090904,TKO,0
